# multipoles
# s[mm] polynom_b[n=1][T/m^n] polynom_b[n=5][T/m^n] polynom_b[n=9][T/m^n] polynom_b[n=13][T/m^n] polynom_b[n=17][T/m^n] 
+1.1740000000000001e+02 +4.7100499920403635e+01 -3.0312403150525121e+06 +1.7277645776055788e+14 -1.3133794327259340e+21 -5.3938538124976476e+28 
+1.1750000000000000e+02 +4.7100283352049594e+01 -3.0167071669397112e+06 +1.7068520209744697e+14 -1.1593712734999857e+21 -5.8056015218135762e+28 
+1.1760000000000001e+02 +4.7100063742723229e+01 -3.0014656613981863e+06 +1.6847151651253909e+14 -9.9664570122086108e+20 -6.2390717265538123e+28 
+1.1770000000000000e+02 +4.7099840840293261e+01 -2.9854698072745930e+06 +1.6613804304546259e+14 -8.2648579508874838e+20 -6.6880877768536920e+28 
+1.1780000000000001e+02 +4.7099614392683641e+01 -2.9686736846154346e+06 +1.6368744209160931e+14 -6.5017622459389418e+20 -7.1464686495273606e+28 
+1.1790000000000001e+02 +4.7099384147781080e+01 -2.9510313248145678e+06 +1.6112236140457294e+14 -4.6900055816914063e+20 -7.6080363607501949e+28 
+1.1800000000000000e+02 +4.7099149853491696e+01 -2.9324967848461033e+06 +1.5844545543908275e+14 -2.8424295132673219e+20 -8.0666112991785213e+28 
+1.1810000000000001e+02 +4.7098911298629005e+01 -2.9130415380343171e+06 +1.5566006545143916e+14 -9.6930616795312996e+19 -8.5175037304550849e+28 
+1.1820000000000000e+02 +4.7098668435662077e+01 -2.8927067575524361e+06 +1.5277228916753103e+14 +9.2936175878304350e+19 -8.9619810990622352e+28 
+1.1830000000000001e+02 +4.7098421257978849e+01 -2.8715510486286138e+06 +1.4978891532185312e+14 +2.8561372585679628e+20 -9.4027996785360844e+28 
+1.1840000000000001e+02 +4.7098169758995702e+01 -2.8496330523622534e+06 +1.4671674177192400e+14 +4.8135754977907612e+20 -9.8427136067775382e+28 
+1.1850000000000000e+02 +4.7097913932083770e+01 -2.8270113517049626e+06 +1.4356255142988819e+14 +6.8042445549947270e+20 -1.0284480564207661e+29 
+1.1860000000000001e+02 +4.7097653770631297e+01 -2.8037445520077595e+06 +1.4033313302512419e+14 +8.8307074489987118e+20 -1.0730856836479206e+29 
+1.1870000000000000e+02 +4.7097389268046946e+01 -2.7798912844556361e+06 +1.3703528187638170e+14 +1.0895521527743125e+21 -1.1184597156989997e+29 
+1.1880000000000001e+02 +4.7097120417713278e+01 -2.7555101471462552e+06 +1.3367578483700950e+14 +1.3001251445556726e+21 -1.1648458263918385e+29 
+1.1890000000000001e+02 +4.7096847213025406e+01 -2.7306597539753015e+06 +1.3026143281643394e+14 +1.5150458339928029e+21 -1.2125195926477890e+29 
+1.1900000000000000e+02 +4.7096569647376036e+01 -2.7053987149528069e+06 +1.2679901557082489e+14 +1.7345704440671329e+21 -1.2617566232918671e+29 
+1.1910000000000001e+02 +4.7096287656250716e+01 -2.6797628956728685e+06 +1.2329333350517923e+14 +1.9588852480450741e+21 -1.3127614507996569e+29 
+1.1920000000000000e+02 +4.7096000943567887e+01 -2.6536972500859019e+06 +1.1974124476038822e+14 +2.1878955140138808e+21 -1.3654539906984015e+29 
+1.1930000000000001e+02 +4.7095709155316428e+01 -2.6271239583324883e+06 +1.1613761042557388e+14 +2.4214372352576963e+21 -1.4196832693298579e+29 
+1.1940000000000001e+02 +4.7095411937497744e+01 -2.5999652154837237e+06 +1.1247729527133911e+14 +2.6593460952589124e+21 -1.4752982295624127e+29 
+1.1950000000000000e+02 +4.7095108936130195e+01 -2.5721432397551429e+06 +1.0875517023234106e+14 +2.9014572323734107e+21 -1.5321476622450649e+29 
+1.1960000000000001e+02 +4.7094799797200849e+01 -2.5435802072752877e+06 +1.0496609514376216e+14 +3.1476067603811790e+21 -1.5900806290697824e+29 
+1.1970000000000000e+02 +4.7094484166720477e+01 -2.5141983267821311e+06 +1.0110493850647652e+14 +3.3976300284887313e+21 -1.6489459789182108e+29 
+1.1980000000000001e+02 +4.7094161690689610e+01 -2.4839197921065525e+06 +9.7166564798568312e+13 +3.6513627433428493e+21 -1.7085926605484059e+29 
+1.1990000000000001e+02 +4.7093832015113641e+01 -2.4526668036818802e+06 +9.3145840189453594e+13 +3.9086404666296663e+21 -1.7688695832536292e+29 
+1.2000000000000000e+02 +4.7093494785998608e+01 -2.4203615636764225e+06 +8.9037631462161953e+13 +4.1692986969314139e+21 -1.8296256370137195e+29 
+1.2010000000000001e+02 +4.7093149708957746e+01 -2.3869370077794585e+06 +8.4835435574797750e+13 +4.4334454930905272e+21 -1.8908065073926298e+29 
+1.2020000000000000e+02 +4.7092796728180225e+01 -2.3523691980507728e+06 +8.0527320307657266e+13 +4.7022747784601655e+21 -1.9527438519413896e+29 
+1.2030000000000001e+02 +4.7092435847418962e+01 -2.3166448752401113e+06 +7.6099969659118469e+13 +4.9772542357870037e+21 -2.0158664516236015e+29 
+1.2040000000000001e+02 +4.7092067070469980e+01 -2.2797508349847896e+06 +7.1540081700054141e+13 +5.2598503322605595e+21 -2.0806027537577317e+29 
+1.2050000000000000e+02 +4.7091690401126584e+01 -2.2416738707444831e+06 +6.6834354094615258e+13 +5.5515295627476531e+21 -2.1473812119458742e+29 
+1.2060000000000001e+02 +4.7091305843146358e+01 -2.2024007280163378e+06 +6.1969471887127125e+13 +5.8537595288546338e+21 -2.2166305865772425e+29 
+1.2070000000000000e+02 +4.7090913400334365e+01 -2.1619182151256683e+06 +5.6932136579006648e+13 +6.1680063915969762e+21 -2.2887792390714923e+29 
+1.2080000000000001e+02 +4.7090513076458983e+01 -2.1202130926760114e+06 +5.1709037283596156e+13 +6.4957373907714064e+21 -2.3642558286293751e+29 
+1.2090000000000001e+02 +4.7090104875317337e+01 -2.0772721572523585e+06 +4.6286872225741734e+13 +6.8384189855700678e+21 -2.4434888013982128e+29 
+1.2100000000000000e+02 +4.7089688800690340e+01 -2.0330821865018208e+06 +4.0652335008450719e+13 +7.1975180220432541e+21 -2.5269067074511662e+29 
+1.2110000000000001e+02 +4.7089264746741733e+01 -1.9876163129940412e+06 +3.4794697157850906e+13 +7.5741021530006047e+21 -2.6148142967965610e+29 
+1.2120000000000000e+02 +4.7088832169216218e+01 -1.9407931623800534e+06 +2.8713561644127133e+13 +7.9676405125744228e+21 -2.7070206337809303e+29 
+1.2130000000000001e+02 +4.7088390414233622e+01 -1.8925177068417380e+06 +2.2411107356189246e+13 +8.3772032079520585e+21 -2.8032110271814872e+29 
+1.2140000000000001e+02 +4.7087938827932426e+01 -1.8426949412886174e+06 +1.5889518902665041e+13 +8.8018598575866684e+21 -2.9030706525620992e+29 
+1.2150000000000000e+02 +4.7087476756422028e+01 -1.7912298257616330e+06 +9.1509721825469609e+12 +9.2406808209252145e+21 -3.0062848868944045e+29 
+1.2160000000000001e+02 +4.7087003545835437e+01 -1.7380273477000559e+06 +2.1976498740284023e+12 +9.6927358826107214e+21 -3.1125389510995012e+29 
+1.2170000000000000e+02 +4.7086518542306578e+01 -1.6829924984205288e+06 -4.9682641508386777e+12 +1.0157094717094292e+22 -3.2215180349497480e+29 
+1.2180000000000001e+02 +4.7086021091956624e+01 -1.6260302518578467e+06 -1.2344590488980865e+13 +1.0632827382711565e+22 -3.3329074328853928e+29 
+1.2190000000000001e+02 +4.7085510540901133e+01 -1.5670455731141071e+06 -1.9929152295708305e+13 +1.1119004175483514e+22 -3.4463925077854556e+29 
+1.2200000000000000e+02 +4.7084986235283694e+01 -1.5059434656609474e+06 -2.7719762533746910e+13 +1.1614694492579446e+22 -3.5616583724520627e+29 
+1.2210000000000001e+02 +4.7084447564553301e+01 -1.4426207671682793e+06 -3.5721310450051617e+13 +1.2119713564977980e+22 -3.6785955966912684e+29 
+1.2220000000000000e+02 +4.7083894091553070e+01 -1.3769418796598760e+06 -4.3966931307666344e+13 +1.2636854819518581e+22 -3.7979151625863144e+29 
+1.2230000000000001e+02 +4.7083325422443444e+01 -1.3087630556888755e+06 -5.2496832297657773e+13 +1.3169657131398955e+22 -3.9205334017274018e+29 
+1.2240000000000001e+02 +4.7082741163399469e+01 -1.2379405669992676e+06 -6.1351215684733180e+13 +1.3721658951618248e+22 -4.0473665296672387e+29 
+1.2250000000000000e+02 +4.7082140920585594e+01 -1.1643306705585925e+06 -7.0570287622630969e+13 +1.4296399071008011e+22 -4.1793308558247631e+29 
+1.2260000000000001e+02 +4.7081524300170983e+01 -1.0877896299915465e+06 -8.0194252526011000e+13 +1.4897416129783007e+22 -4.3173426483364080e+29 
+1.2270000000000000e+02 +4.7080890908327703e+01 -1.0081737141234200e+06 -9.0263313242758484e+13 +1.5528248619359472e+22 -4.4623181319101105e+29 
+1.2280000000000001e+02 +4.7080240351218279e+01 -9.2533917675577186e+05 -1.0081767687726998e+14 +1.6192435420939325e+22 -4.6151736423627189e+29 
+1.2290000000000001e+02 +4.7079572235027122e+01 -8.3914230206381786e+05 -1.1189754239370588e+14 +1.6893514693591779e+22 -4.7768253137883440e+29 
+1.2300000000000000e+02 +4.7078886165904976e+01 -7.4943932977285434e+05 -1.2354312037664050e+14 +1.7635025612024383e+22 -4.9481895612478104e+29 
+1.2310000000000001e+02 +4.7078181711424094e+01 -6.5612009228595928e+05 -1.3578168070945328e+14 +1.8419347403797057e+22 -5.1298898065973601e+29 
+1.2320000000000000e+02 +4.7077458284730433e+01 -5.5920864519998792e+05 -1.4858876906970422e+14 +1.9244222886863060e+22 -5.3213784350622124e+29 
+1.2330000000000001e+02 +4.7076715260370541e+01 -4.5876260849470290e+05 -1.6192699791286484e+14 +2.0106235589671204e+22 -5.5218150212887004e+29 
+1.2340000000000001e+02 +4.7075952012866118e+01 -3.5483957207868947e+05 -1.7575898717600703e+14 +2.1001969673994041e+22 -5.7303593112789526e+29 
+1.2350000000000000e+02 +4.7075167916781375e+01 -2.4749717857558228e+05 -1.9004734350794219e+14 +2.1928008167776743e+22 -5.9461707426343125e+29 
+1.2360000000000001e+02 +4.7074362346637599e+01 -1.3679301640223005e+05 -2.0475468736947050e+14 +2.2880935285606530e+22 -6.1684090772490273e+29 
+1.2370000000000000e+02 +4.7073534676982341e+01 -2.2784707549101102e+04 -2.1984363060462709e+14 +2.3857334498268885e+22 -6.3962338730803031e+29 
+1.2380000000000001e+02 +4.7072684282360846e+01 +9.4470128720050838e+04 -2.3527678573264619e+14 +2.4853789333631994e+22 -6.6288047035261339e+29 
+1.2390000000000001e+02 +4.7071810537310583e+01 +2.1491388345264460e+05 -2.5101676793932262e+14 +2.5866883550176099e+22 -6.8652812052187508e+29 
+1.2400000000000000e+02 +4.7070912816371809e+01 +3.3848894454741513e+05 -2.6702619170321056e+14 +2.6893200851831959e+22 -7.1048230011757783e+29 
+1.2410000000000001e+02 +4.7069990422973540e+01 +4.6519061494855245e+05 -2.8328333581362606e+14 +2.7930587574648214e+22 -7.3468772078442450e+29 
+1.2420000000000000e+02 +4.7069042376129538e+01 +5.9522582616494037e+05 -2.9982912904659531e+14 +2.8981940002370670e+22 -7.5920407646025772e+29 
+1.2430000000000001e+02 +4.7068067623728901e+01 +7.2885444114850287e+05 -3.1672016865032419e+14 +3.0051417409383045e+22 -7.8411982026729396e+29 
+1.2440000000000001e+02 +4.7067065113660604e+01 +8.6633632496820088e+05 -3.3401305268352638e+14 +3.1143179153917702e+22 -8.0952340787548677e+29 
+1.2450000000000000e+02 +4.7066033793837711e+01 +1.0079313112659174e+06 -3.5176437098986638e+14 +3.2261383875967700e+22 -8.3550327508447638e+29 
+1.2460000000000001e+02 +4.7064972612139613e+01 +1.1538992756922611e+06 -3.7003072411428338e+14 +3.3410191136144488e+22 -8.6214788288834117e+29 
+1.2470000000000000e+02 +4.7063880516467805e+01 +1.3045000669495813e+06 -3.8886870585338000e+14 +3.4593759921515816e+22 -8.8954567672345797e+29 
+1.2480000000000001e+02 +4.7062756454726362e+01 +1.4599935293861206e+06 -4.0833490873936088e+14 +3.5816249101600434e+22 -9.1778509863882976e+29 
+1.2490000000000001e+02 +4.7061599374803372e+01 +1.6206395301107909e+06 -4.2848593144844500e+14 +3.7081818092858417e+22 -9.4695460599509546e+29 
+1.2500000000000000e+02 +4.7060408224597410e+01 +1.7866979190403111e+06 -4.4937836775169775e+14 +3.8394625861776535e+22 -9.7714264331754091e+29 
+1.2510000000000001e+02 +4.7059181891246510e+01 +1.9584234424341789e+06 -4.7106213597020781e+14 +3.9758281131297144e+22 -1.0084284663580100e+30 
+1.2520000000000000e+02 +4.7057919018861554e+01 +2.1360503993316968e+06 -4.9356044264464400e+14 +4.1174190703981783e+22 -1.0408545482684594e+30 
+1.2530000000000001e+02 +4.7056618190802489e+01 +2.3198079692147854e+06 -5.1688981433253525e+14 +4.2643210723802464e+22 -1.0744541616082630e+30 
+1.2540000000000001e+02 +4.7055277990405997e+01 +2.5099253616851741e+06 -5.4106678532766462e+14 +4.4166198002209276e+22 -1.1092605972292323e+30 
+1.2550000000000000e+02 +4.7053897001031075e+01 +2.7066317589239147e+06 -5.6610788309809425e+14 +4.5744008773897013e+22 -1.1453071304088489e+30 
+1.2560000000000001e+02 +4.7052473806041760e+01 +2.9101563338724975e+06 -5.9202963228622450e+14 +4.7377499003037573e+22 -1.1826270284885945e+30 
+1.2570000000000000e+02 +4.7051006988770197e+01 +3.1207283035244639e+06 -6.1884856936981725e+14 +4.9067525707045622e+22 -1.2212535883138083e+30 
+1.2580000000000001e+02 +4.7049495132593258e+01 +3.3385768250009334e+06 -6.4658121503118225e+14 +5.0814944513860764e+22 -1.2612200681113324e+30 
+1.2590000000000001e+02 +4.7047936820842729e+01 +3.5639311155379717e+06 -6.7524410573752088e+14 +5.2620612434989863e+22 -1.3025597644600254e+30 
+1.2600000000000000e+02 +4.7046330636880477e+01 +3.7970203513718699e+06 -7.0485376711079362e+14 +5.4485385527919701e+22 -1.3453059474395162e+30 
+1.2610000000000001e+02 +4.7044675115610886e+01 +4.0380671240405207e+06 -7.3542982393709512e+14 +5.6410429170657131e+22 -1.3894962234330962e+30 
+1.2620000000000000e+02 +4.7042968598110157e+01 +4.2872676770425783e+06 -7.6700429448209912e+14 +5.8398145706723033e+22 -1.4351855345711976e+30 
+1.2630000000000001e+02 +4.7041209377006822e+01 +4.5448116531116907e+06 -7.9961229160272300e+14 +6.0451246381786204e+22 -1.4824331473837172e+30 
+1.2640000000000001e+02 +4.7039395744927496e+01 +4.8108886998380395e+06 -8.3328892974698025e+14 +6.2572442597692818e+22 -1.5312983330348301e+30 
+1.2650000000000000e+02 +4.7037525994510709e+01 +5.0856884470649734e+06 -8.6806931846639650e+14 +6.4764445314772474e+22 -1.5818403502252900e+30 
+1.2660000000000001e+02 +4.7035598418383969e+01 +5.3694005416825302e+06 -9.0398857204574512e+14 +6.7029965920756709e+22 -1.6341184697230418e+30 
+1.2670000000000000e+02 +4.7033611309177758e+01 +5.6622146244534114e+06 -9.4108180294755550e+14 +6.9371715633770744e+22 -1.6881919574268081e+30 
+1.2680000000000001e+02 +4.7031562959506665e+01 +5.9643203566739028e+06 -9.7938412890931050e+14 +7.1792406127601464e+22 -1.7441200917380312e+30 
+1.2690000000000001e+02 +4.7029451662016029e+01 +6.2759073614727082e+06 -1.0189306579758940e+15 +7.4294748242931620e+22 -1.8019621282567251e+30 
+1.2700000000000000e+02 +4.7027275709322176e+01 +6.5971652986260373e+06 -1.0597565075962006e+15 +7.6881453634356890e+22 -1.8617773449686959e+30 
+1.2710000000000001e+02 +4.7025033218520683e+01 +6.9283191183394846e+06 -1.1018968244298805e+15 +7.9555038012140838e+22 -1.9236204806733688e+30 
+1.2720000000000000e+02 +4.7022721604516967e+01 +7.2697350784296887e+06 -1.1453869105126792e+15 +8.2317236697312853e+22 -1.9875282115388627e+30 
+1.2730000000000001e+02 +4.7020338106647912e+01 +7.6218147869347166e+06 -1.1902621122135790e+15 +8.5169590360320919e+22 -2.0535327098145479e+30 
+1.2740000000000001e+02 +4.7017879964274371e+01 +7.9849598238522559e+06 -1.2365577691376595e+15 +8.8113639112155477e+22 -2.1216661328743721e+30 
+1.2750000000000000e+02 +4.7015344416755269e+01 +8.3595717684619036e+06 -1.2843092202375895e+15 +9.1150922981648005e+22 -2.1919606353514311e+30 
+1.2760000000000001e+02 +4.7012728703448111e+01 +8.7460522050832510e+06 -1.3335518062038552e+15 +9.4282982171756928e+22 -2.2644483771053579e+30 
+1.2770000000000000e+02 +4.7010030063701258e+01 +9.1448027275169734e+06 -1.3843208698510885e+15 +9.7511357052135248e+22 -2.3391615222564384e+30 
+1.2780000000000001e+02 +4.7007245736872846e+01 +9.5562249178459328e+06 -1.4366517510688182e+15 +1.0083758774352052e+23 -2.4161322281551747e+30 
+1.2790000000000001e+02 +4.7004372962319842e+01 +9.9807203600355815e+06 -1.4905797903251768e+15 +1.0426321442294510e+23 -2.4953926538297489e+30 
+1.2800000000000000e+02 +4.7001408979388323e+01 +1.0418690651551493e+07 -1.5461403314694805e+15 +1.0778977755428161e+23 -2.5769749660724765e+30 
+1.2809999999999999e+02 +4.6998350948781280e+01 +1.0870538592843587e+07 -1.6033730995290822e+15 +1.1141931790584790e+23 -2.6609247678561028e+30 
+1.2820000000000002e+02 +4.6995195716504028e+01 +1.1336671963302266e+07 -1.6623353876826288e+15 +1.1515588124055933e+23 -2.7473415109001431e+30 
+1.2830000000000001e+02 +4.6991940049908429e+01 +1.1817499755652856e+07 -1.7230888726471350e+15 +1.1900401381550678e+23 -2.8363380880640815e+30 
+1.2840000000000001e+02 +4.6988580716350889e+01 +1.2313430960229350e+07 -1.7856952308919485e+15 +1.2296826188429449e+23 -2.9280273924271455e+30 
+1.2850000000000000e+02 +4.6985114483185434e+01 +1.2824874567553926e+07 -1.8502161385500985e+15 +1.2705317165058367e+23 -3.0225223153071921e+30 
+1.2859999999999999e+02 +4.6981538117768999e+01 +1.3352239566589227e+07 -1.9167132716640085e+15 +1.3126328932759015e+23 -3.1199357486152400e+30 
+1.2870000000000002e+02 +4.6977848387437817e+01 +1.3895934972305629e+07 -1.9852483129401142e+15 +1.3560316170424745e+23 -3.2203806000683133e+30 
+1.2880000000000001e+02 +4.6974042059551991e+01 +1.4456369767888110e+07 -2.0558829366829018e+15 +1.4007733482951352e+23 -3.3239697568036940e+30 
+1.2890000000000001e+02 +4.6970115901459444e+01 +1.5033952954122612e+07 -2.1286788219914812e+15 +1.4469035518096132e+23 -3.4308161179817915e+30 
+1.2900000000000000e+02 +4.6966066680515219e+01 +1.5629093520322841e+07 -2.2036976447473912e+15 +1.4944676894498178e+23 -3.5410325745442226e+30 
+1.2909999999999999e+02 +4.6961890882200322e+01 +1.6242210216640273e+07 -2.2809955268071215e+15 +1.5435040406060534e+23 -3.6547090215654671e+30 
+1.2920000000000002e+02 +4.6957583864494154e+01 +1.6873760829264536e+07 -2.3606063702279590e+15 +1.5940221506370693e+23 -3.7718433575970740e+30 
+1.2930000000000001e+02 +4.6953140703510215e+01 +1.7524212893397924e+07 -2.4425585198471490e+15 +1.6460243795872870e+23 -3.8924104773843562e+30 
+1.2940000000000001e+02 +4.6948556475355815e+01 +1.8194033952029888e+07 -2.5268803224690130e+15 +1.6995130891892139e+23 -4.0163852802931939e+30 
+1.2950000000000000e+02 +4.6943826256150523e+01 +1.8883691532422859e+07 -2.6136001208587360e+15 +1.7544906376736193e+23 -4.1437426560393675e+30 
+1.2959999999999999e+02 +4.6938945121991452e+01 +1.9593653190008134e+07 -2.7027462649507595e+15 +1.8109593894466966e+23 -4.2744575112759568e+30 
+1.2970000000000002e+02 +4.6933908149009255e+01 +2.0324386438887548e+07 -2.7943470942785715e+15 +1.8689217000317676e+23 -4.4085047284519414e+30 
+1.2980000000000001e+02 +4.6928710413294240e+01 +2.1076358843094841e+07 -2.8884309609392225e+15 +1.9283799356644935e+23 -4.5458592191495752e+30 
+1.2990000000000001e+02 +4.6923346990978160e+01 +2.1850037914017089e+07 -2.9850262036186160e+15 +1.9893364510650604e+23 -4.6864958634960714e+30 
+1.3000000000000000e+02 +4.6917812958157533e+01 +2.2645891208616436e+07 -3.0841611727165460e+15 +2.0517936110712747e+23 -4.8303895693712835e+30 
+1.3009999999999999e+02 +4.6912103174432666e+01 +2.3464463824618332e+07 -3.1858852709033195e+15 +2.1157737736189709e+23 -4.9775753742641386e+30 
+1.3020000000000002e+02 +4.6906211633406997e+01 +2.4306611040781271e+07 -3.2903321148382145e+15 +2.1813792734776918e+23 -5.1283288467340351e+30 
+1.3030000000000001e+02 +4.6900132112147922e+01 +2.5173265727491032e+07 -3.3976563864426310e+15 +2.2487324496909174e+23 -5.2829857155192840e+30 
+1.3040000000000001e+02 +4.6893858387747287e+01 +2.6065360724041164e+07 -3.5080127596737110e+15 +2.3179556344348060e+23 -5.4418816905415435e+30 
+1.3050000000000000e+02 +4.6887384237274780e+01 +2.6983828898744766e+07 -3.6215559160680390e+15 +2.3891711665108560e+23 -5.6053525000550945e+30 
+1.3059999999999999e+02 +4.6880703437820102e+01 +2.7929603092279799e+07 -3.7384405297692765e+15 +2.4625013781676974e+23 -5.7737338540182400e+30 
+1.3070000000000002e+02 +4.6873809766466778e+01 +2.8903616155521397e+07 -3.8588212778368680e+15 +2.5380686043299116e+23 -5.9473614700206977e+30 
+1.3080000000000001e+02 +4.6866697000279594e+01 +2.9906800962800842e+07 -3.9828528432914145e+15 +2.6159951850428896e+23 -6.1265710796542378e+30 
+1.3090000000000001e+02 +4.6859358916353628e+01 +3.0940090348898441e+07 -4.1106898989247030e+15 +2.6964034514804380e+23 -6.3116983901058068e+30 
+1.3100000000000000e+02 +4.6851789291769478e+01 +3.2004417166797854e+07 -4.2424871221181450e+15 +2.7794157387298938e+23 -6.5030791192005941e+30 
+1.3109999999999999e+02 +4.6843981658965639e+01 +3.3100568385877922e+07 -4.3783606316197415e+15 +2.8651199403988367e+23 -6.7009491254499266e+30 
+1.3120000000000002e+02 +4.6835928571915794e+01 +3.4228747298203409e+07 -4.5182722734975650e+15 +2.9534661504378031e+23 -6.9051447360765145e+30 
+1.3130000000000001e+02 +4.6827622339931210e+01 +3.5389011337396078e+07 -4.6621453415810560e+15 +3.0443700268201716e+23 -7.1154024340653274e+30 
+1.3140000000000001e+02 +4.6819055272335369e+01 +3.6581417922180280e+07 -4.8099031259235270e+15 +3.1377472242747666e+23 -7.3314586935209330e+30 
+1.3150000000000000e+02 +4.6810219678451766e+01 +3.7806024469659112e+07 -4.9614689159552740e+15 +3.2335133968790034e+23 -7.5530499865472009e+30 
+1.3159999999999999e+02 +4.6801107867616523e+01 +3.9062888380481683e+07 -5.1167659968586720e+15 +3.3315841950343810e+23 -7.7799127751572365e+30 
+1.3170000000000002e+02 +4.6791712149137773e+01 +4.0352067094059654e+07 -5.2757176641372520e+15 +3.4318752782487540e+23 -8.0117835466954632e+30 
+1.3180000000000001e+02 +4.6782024832355106e+01 +4.1673618006154045e+07 -5.4382472016513820e+15 +3.5343022957460847e+23 -8.2483987598794223e+30 
+1.3190000000000001e+02 +4.6772038226576903e+01 +4.3027598554485172e+07 -5.6042779042992290e+15 +3.6387809064207165e+23 -8.4894949002034516e+30 
+1.3200000000000000e+02 +4.6761744641142847e+01 +4.4414066136070013e+07 -5.7737330564442330e+15 +3.7452267600276247e+23 -8.7348084280199621e+30 
+1.3209999999999999e+02 +4.6751135782158144e+01 +4.5833294591314822e+07 -5.9465843796931140e+15 +3.8535973229817664e+23 -8.9841945995665851e+30 
+1.3220000000000002e+02 +4.6740200942905616e+01 +4.7286423385340929e+07 -6.1229973061530990e+15 +3.9640172949712192e+23 -9.2379837628355452e+30 
+1.3230000000000001e+02 +4.6728928813454871e+01 +4.8774808397743799e+07 -6.3031856975493240e+15 +4.0766531856502097e+23 -9.4966250431395183e+30 
+1.3240000000000001e+02 +4.6717308083877803e+01 +5.0299805508071460e+07 -6.4873634159747550e+15 +4.1916715052053174e+23 -9.7605675676648808e+30 
+1.3250000000000000e+02 +4.6705327444237362e+01 +5.1862770606063053e+07 -6.6757443259532490e+15 +4.3092387658128877e+23 -1.0030260468840118e+31 
+1.3259999999999999e+02 +4.6692975584624840e+01 +5.3465059543128528e+07 -6.8685422818946520e+15 +4.4295214707664298e+23 -1.0306152854449241e+31 
+1.3270000000000002e+02 +4.6680241195085841e+01 +5.5108028232376918e+07 -7.0659711545053750e+15 +4.5526861376876340e+23 -1.0588693872064284e+31 
+1.3280000000000001e+02 +4.6667112965715027e+01 +5.6793032521873653e+07 -7.2682447974444620e+15 +4.6788992692757318e+23 -1.0878332627936274e+31 
+1.3290000000000001e+02 +4.6653579586561037e+01 +5.8521428319539391e+07 -7.4755770799220790e+15 +4.8083273817745541e+23 -1.1175518265701108e+31 
+1.3300000000000000e+02 +4.6639629747703090e+01 +6.0294571494561218e+07 -7.6881818612167790e+15 +4.9411369828486677e+23 -1.1480699905447262e+31 
+1.3309999999999999e+02 +4.6625251909416932e+01 +6.2113569228673302e+07 -7.9062167705020790e+15 +5.0774465109078383e+23 -1.1794190881290708e+31 
+1.3320000000000002e+02 +4.6610433612824302e+01 +6.3978533881435491e+07 -8.1296144984496670e+15 +5.2171821120030584e+23 -1.2115761341916728e+31 
+1.3330000000000001e+02 +4.6595162169208088e+01 +6.5889329172550403e+07 -8.3582515181255920e+15 +5.3602218738738225e+23 -1.2445045680333818e+31 
+1.3340000000000001e+02 +4.6579424889909248e+01 +6.7845818747609183e+07 -8.5920042836221920e+15 +5.5064438679080276e+23 -1.2781678244765599e+31 
+1.3350000000000000e+02 +4.6563209086217547e+01 +6.9847866316033959e+07 -8.8307492651740850e+15 +5.6557261792977242e+23 -1.3125293421044083e+31 
+1.3359999999999999e+02 +4.6546502069465518e+01 +7.1895335532510579e+07 -9.0743629189765000e+15 +5.8079468811192376e+23 -1.3475525561783620e+31 
+1.3370000000000002e+02 +4.6529291150937610e+01 +7.3988090115593985e+07 -9.3227217178957060e+15 +5.9629840609876301e+23 -1.3832009059738038e+31 
+1.3380000000000001e+02 +4.6511563641984736e+01 +7.6125993696018592e+07 -9.5757021119442420e+15 +6.1207157866246107e+23 -1.4194378252807002e+31 
+1.3390000000000001e+02 +4.6493306853883603e+01 +7.8308910001835272e+07 -9.8331805763915280e+15 +6.2810201477097674e+23 -1.4562267539397810e+31 
+1.3400000000000000e+02 +4.6474508097969107e+01 +8.0536702685255945e+07 -1.0095033566852670e+16 +6.4437752168404755e+23 -1.4935311270842011e+31 
+1.3409999999999999e+02 +4.6455153874669271e+01 +8.2809505874547794e+07 -1.0361207830606336e+16 +6.6089231231533195e+23 -1.5313329749421409e+31 
+1.3420000000000002e+02 +4.6435227440949014e+01 +8.5128535396745458e+07 -1.0631931229405962e+16 +6.7766621771205237e+23 -1.5696886958625507e+31 
+1.3430000000000001e+02 +4.6414711242896821e+01 +8.7495277514249921e+07 -1.0907501905966174e+16 +6.9472547363667805e+23 -1.6086732806869196e+31 
+1.3440000000000001e+02 +4.6393587726589949e+01 +8.9911218505852729e+07 -1.1188218007476674e+16 +7.1209631625196628e+23 -1.6483617213797578e+31 
+1.3450000000000000e+02 +4.6371839338122868e+01 +9.2377844626370668e+07 -1.1474377674731150e+16 +7.2980498115585416e+23 -1.6888290083335432e+31 
+1.3459999999999999e+02 +4.6349448523584890e+01 +9.4896642138711601e+07 -1.1766279050771660e+16 +7.4787770414930822e+23 -1.7301501325138620e+31 
+1.3470000000000002e+02 +4.6326397729058222e+01 +9.7469097314880118e+07 -1.2064220280985810e+16 +7.6634072123614323e+23 -1.7724000854428781e+31 
+1.3480000000000001e+02 +4.6302669400624922e+01 +1.0009669642616016e+08 -1.2368499510485554e+16 +7.8522026839268748e+23 -1.8156538585619905e+31 
+1.3490000000000001e+02 +4.6278245984381776e+01 +1.0278092572549170e+08 -1.2679414879695200e+16 +8.0454258119010782e+23 -1.8599864421986938e+31 
